author,comment,likes,published_at
@lusianafriska5870,"Bener audit nya berdasarkan apa, bukan tahun berjalan, bukan temuan berdasarkan angka laporan keuangan. Auditornya perlu dicek kredibilitasnya, dasar dalam auditor temuannya perlu dicek",0,2026-03-30T15:30:19Z
@LuluUljanah-m2d,"Dia bangun rumah, beli batu bata dan semen masangnya ga sewa tukang kali. Hahahhaha",1,2026-03-30T15:30:17Z
@Kajuma99,Pukul woi yg bilang ngedit gausah dibayar,0,2026-03-30T15:30:17Z
@yustian392,"DPR korup semua 
Pada diem 
Korup waktu
Korup anggaran
Mark Up anggaran
Salah transfer
Itu udah korupsi",1,2026-03-30T15:30:09Z
@masaruishida,Video profilnya udah diprivat gaess 😂😂,0,2026-03-30T15:29:44Z
@abdulrajakpamenan,RUSAK,0,2026-03-30T15:29:33Z
@Dolarcha,Itulah jabatan modal jilat bupati,0,2026-03-30T15:29:07Z
@denisadinegoro7453,"Bisa gak sih org2 tua yg menjabat di pemerintahan konoha mati semua. Korup iya, tolol iya, jahiliyah iya. Idiot iya. Sakit pokoknya",0,2026-03-30T15:28:50Z
@aci3150,"padahal dia cuma jual jasa, bebas dong dia kasih harga berapa. ada yg mau pake jasanya ya mangga, klo gx yaudah",0,2026-03-30T15:28:49Z
@imamzainalmustakim9491,Sebodoh inikah bangsa ini?,0,2026-03-30T15:28:47Z
@jasabikinijazah,Jenius jenius jenius. Trus kt masih mau diem aja? 😊,0,2026-03-30T15:28:37Z
@ALIANSYAHKARIMFathulislam,Hadeuhhh 😊komedi apalagi nihh kasus tai ke gini di indonesia!!! Kocakkkk,0,2026-03-30T15:28:34Z
@dikurmotor,bang videonya gabisa dibuka,0,2026-03-30T15:28:18Z
@fahriihusaini398,Lah gua compro dgn 3 video masing-masing 8 menit aja 60juta 😂,0,2026-03-30T15:28:12Z
@RadenMaZu,panji was right,0,2026-03-30T15:27:51Z
@whatilearn906,looolololo kog iso,0,2026-03-30T15:27:46Z
@Lapotakon_07,"Gua bantu ngmng kasar bang

""Pemerintah koro 🐕🐕'",0,2026-03-30T15:27:40Z
@OrangKitaa,Lu bukan orang kuat atau powerful? siap siap jadi kayu lapuk😂,0,2026-03-30T15:27:36Z
@yustian392,"Kriminalisasi fix
Jahanam
Lebih kejam dari fir'aun 
Setan semua itu disana",0,2026-03-30T15:27:18Z
@rosloxid,"NEGARA ANEH BENER BENER DAH , NGENTOTTTTTTTTTTTTTTTTTTTTTTTTTTT",0,2026-03-30T15:27:02Z
@aponjaparoni5415,Kalo saya si jogetin aja..... Selamat menikmati dah,0,2026-03-30T15:26:22Z
@aquobono4243,"Bang, sarjana apa dulu sih bang. Kok bisa bahas segala bidang bang. Cocok jadi staff ahli presiden bang.",0,2026-03-30T15:26:18Z
@leoncatto,btw video profil desa yang d link d private...,0,2026-03-30T15:25:51Z
@aderueditz_2896,"kl liat tv, muka2 jaksa terlihat muka bebal, istilahnya persetan
dengan nasib orang, yg penting bisa memidana orang",0,2026-03-30T15:25:20Z
@keihazuki22,"Maksudnya gratis itu karena sudah masuk ke poin 1, produksi video profil senilai 9,5jt. Ini karena rincian biayanya nggak detail. Misalnya si poin #1 itu dipisah jadi transport, rapat, konsumsi, jumlah kru, dst. Karena digabung dengan nama produksi, maka dari poin #1 tsb dinilai auditor sebagai mark up. 

Kalau menurut gw, kayaknya si Amsal ini ada terkait dengan LSM yg korupsi dengan ASN. Entah dia menyetor uang ke LSM tsb atau dia diarahkan oleh LSM ke desa2 tsb sehingga dia awalnya dijadikan saksi kunci pada kasus LSM tsb. Namun sepertinya si Amsal memilih untuk bungkam tentang keterkaitannya dengan LSM tsb, jadi status saksi kunci ditarik dan malah dijadikan tersangka. Amsal memilih diam karena mungkin bukti yg dimiliki jaksa hanya nama dia yg dicatat sebagai salah satu orang yg menyetor ke LSM sebesar 5,9jt. Tapi karena setorannya tunai jadi nggak ada bukti transfer dan buku catatan si LSM bisa saja dibantah Amsal sebagai asal catut nama dia. Makanya dia setelah berdiskusi dengan pengacara, dia disarankan bungkam saja.",0,2026-03-30T15:25:16Z
@paulyonas,Giliran rakyat di kriminalisasi.. Klo pemerintah kok nih JPU2 diam2 aja😂. Definisi hukum di konoha.. Tumpul ke atas tajam ke bawah.,0,2026-03-30T15:25:13Z
@mohamad2011-w1l,"Jaksa ini cuma modal orang dalam. Jadi jaksa niatnya bukan menegaskan keadilan. Tapi cari cuan.

Yang bisa mark up anggaran itu pejabat dari pemerintahnya. Sudah bukan rahasia lagi. Pejabat  meminta anggaran ditinggikan kepada pemenang proyek. Supaya seakan akan memang anggaran dari pemenang proyeknya besar. Padahal itu pesanan pejabat supaya mereka dapat untung banyak.",1,2026-03-30T15:25:12Z
@ReviRevi-b8t,Periksa Jaksa Agung... Ikan busuk dari kepalanya,0,2026-03-30T15:25:10Z
@abeehscorner4831,"yaelah bang, jadi kebongkar dah, kalo aparatur kita tolol..!!!",1,2026-03-30T15:25:03Z
@LianSihotang-k1v,"Kita dorong spy naik banding..dan nti dsna minta tolong mas ferry bantu sebagai saksi ahli.agar bisa menjelaskan standar kerja dunia vidiografi itu sprt apa..kami sebagai insan vidiografi & photografi terkadang serba salah..krn kalo dijelaskan sekalipun,banyak orang yg gak paham.dam gak sedikit yg mau melihat dari sisi standar kami..yg banyak itu,hasil mau high kwality,tapi budged minta dibawah.kan asem itu...",0,2026-03-30T15:25:00Z
@aquobono4243,"Mantap, gak sekalian bang seluruh kasus di buat pembahasan nya. Menarik. Cocok lah jadi hakim atau jaksa bang, keren. Satgas PKH juga bagus bang, pengembalian kerugian negara nya sampai triliunan, oke juga",0,2026-03-30T15:25:00Z
@cybercrimenegara,"Kalau mnurut saya pribadi , kepala desa dan segala instansi pemerintahan berhak diperiksa juga.Toh mereka juga paasti menikmati bagian.

Kalau soal mark up ,saya tanya ke teman saya yg juga profesi nya sebagai drone ,memang bg untuk didaerah harga job masih miring beda dengan dikota.teman saya pakai drone dji phantom 3 pro  juga yg biasanya kalau sewa harga di 450rbu perhari, kalau ikut pilot di 650 perhari , kalau untuk syuting kiraan perbatrai di 400rbu.. smntra kata teman saya ,kalau si amsal buatnya diharga 5juta untuk per desa ,belum lagi dengan biaya dubbing , teman sya bilng dia kalau ngerjain bgtu cmn dipatokin kalau untuk jasa pengisi suara/ voice over di rate 100 smpai 200rbu . Itu mnurt tmen saya , bg 🙏🙏 Kebetulan vibes nya lebaran ,trus ketemu teman dan saya kepo ajak dia bahas tntng ini, saya cmn dgarkan   karna tau dia berpengalaman dibidang ini..sdkit banyak nya saya agak tertarik dengan kasus ini,,temen saya juga cerita pengalaman nya yg pernah juga kerja untuk pemkot disuatu kota sumatra utara ,dia bilang justru biasanya yg kayak gtu gak prnah ribut,,krna nnti pemerintah nya mark up anggaran sendiri, trus keteman saya jga dicantumin harga ssuai ,tpi nnti krna harga di mark up ,,dia nya ikutan dapat ,, nah klau sistemnya kita yg mark up harga ,, biasanya justru sblik nya kita yg ngasih ke meereka bagian..

Krna kayak temen saya bilang nya ,gak gampang untuk bisa dapat dipilih ngerjai proyek pemerintah,,biasanya butuh koneksi dalam. Dann mnrut dia ,mngkin dikasus ini sistem ny ada saling gigit gigitan ,,gak trma bagian si A lbih bnyak dalam korupsi dana..😂😂

Akhirnya saya tertawa mendengar pennjelasan teman saya😂😂",0,2026-03-30T15:24:58Z
@massus98,"Korupsi dalam pengadaan ❌️
Korupsi dalam dakwaan ✅️",7,2026-03-30T15:24:48Z
@yuniayanthoni7970,Yah.. video desanya di private.,0,2026-03-30T15:24:41Z
@nadarlidikri347,mungkin doi ngaudit sama bikin laporan nya pake AI bg 😂,0,2026-03-30T15:24:41Z
@leonardchandra794,Bang kok lu makin ganteng hahahaha,0,2026-03-30T15:24:20Z
@stivguevara_2106,Inspektorat sma jaksanya tdk dapat fee.. 😂😂😂,0,2026-03-30T15:24:08Z
@alfrisna,"ok di menit 8:33 dan gua denger menggratiskan biaya editing adalah pernyataan paling aneh atau bahasa sopannya THOLOL
yakali ngedit gratis anying
ngotak cok
ngedit tu perlu konsep dan ide yang mateng
belum juga nyari sound yg cocok dll
belum color grading yg menarik walaupun kadang hasil tanpa grading udah bagus
dan setelah semua itu dilakukan lu minta gratis
pemikiran sampah macam apa itu",1,2026-03-30T15:24:01Z
@haruka_haruツ,Bedain org waras dan gila kaya ga ada batas.... Makin aneh dan ga jelas...,0,2026-03-30T15:23:58Z
@aderueditz_2896,"dulu saya bangga sama indonesia, tapi setelah banyak preman banyak garong menguasai negara ini habis sudah kebanggaan saya terhadap negara inin",0,2026-03-30T15:23:24Z
@dobol3897,"I want problem.
😂😂😂",0,2026-03-30T15:23:09Z
@lawakok,"Parkir aja bayar pak, masa yg jelas kerjanya/usahanya dibilang korup😭, mana harus 0 rupiah lagi
Kalau gitu bikin sendiri aja videonya pak
Masa iya sih diawal gk ada negosiasi harga kocakkk😂
Pas disuruh bayar malah dipenjarain kocak lu pak
Bener bener kasus terkocakkk",0,2026-03-30T15:23:06Z
@sunsshine28,"udah berapa lama tinggal di Indonesia 😂, hal kaya begini mah bukan hal baru. padahal masih banyak kasus laen yg lebih besar",0,2026-03-30T15:23:01Z
@rionhadi-v5b,"kadang gak kuat nontonnya sampe selesai, ngenes banget negaraku",0,2026-03-30T15:22:46Z
@Suya-Jyustfriends,Video profilenya di private kah? Mau liat gak bisa,0,2026-03-30T15:22:25Z
@marlonsitompul1514,Jaksa itu sedang cari ikan teri buat dapurnya 😂😂😂,0,2026-03-30T15:22:18Z
@mangben9254,"Harusnya Video ini di tonton oleh Inspektorat yg bodoh itu yg hidup di zaman pra sejarah dan jaksa TOL*L yg tdk selesai pendidikan tapi jadi jaksa...
Tapi, gue sangat yakin juga otak mereka ga akan nyampe sih.",0,2026-03-30T15:22:11Z
@DiaryMusik8,"Videonya udah gabisa dilihat bung, jadi dibikin private",0,2026-03-30T15:21:38Z
@amirwicaksono6375,.,0,2026-03-30T15:21:25Z
@yustian392,"Yg mark Up org2 pemerintah 
jahanam sekali",0,2026-03-30T15:21:14Z
@ardiwinatanurriza1250,PINGIN MISUH,0,2026-03-30T15:21:06Z
@Wawandororo,"Usut Audit Kejari Karo,!",0,2026-03-30T15:20:56Z
@3periode192,"Kejaksaan kejar target.
Yang korup udah nyogok, terpaksa cari target lain yang lemah.",20,2026-03-30T15:20:54Z
@abdurroufalmaghfuri111,yahhh video profile nya di setel pribadi 😹😹 2:25,0,2026-03-30T15:20:51Z
@Womiracle,Yaaah video nya di private,0,2026-03-30T15:20:21Z
@ihellsplayer8551,"Menghela nafas dengan yg ada di dalem negeri,bersemangat kirim pasukan utk perang nan jauh disono.sambil mikir,dalem negeri ancur,luar negeri gmn yaaa...",0,2026-03-30T15:20:07Z
@sewamotorjakarte,"sebelum negara ini bubar, senang rasanya kenal dengan kalian semua.",0,2026-03-30T15:20:01Z
@Jagad1313,Jaksa penuntut dan hakimnya sama2 bego,0,2026-03-30T15:19:58Z
@gilangdewabrata,Urusan sama batak gitu emang.,0,2026-03-30T15:19:22Z
@bucksbunny1028,Gini banget jadi wni😢,0,2026-03-30T15:19:16Z
@satriotrihartono5445,"Kesalahannya biaya pembuatan Video terlalu murah Video 40 menit udah kaya bikin Filem masa cuma 30 jt doang...
Coba klu biayanya ratusan juta bahakan miliaran pasti ga ada yg nuntut karena semuanya kebagian.....😂😂😂
Jangan pernah berurusan sama Mafia ....
Mending berurusan sama kaum profesional....",0,2026-03-30T15:19:10Z
@ar.d,"Saya graphic designer bang
emg rata rata org indonesia itu tidak menghargai IDEA bang, ga semua sih tp kebanyakan.
maunya cepet, instan, bagus, rapih, bacot
wkwkwkwkwk",0,2026-03-30T15:19:07Z
@AndiKh-b9b,Ini negara binatang ngak heranlah merdekakan aceh papua kalimantan Sulawesi makasar Poso dan Bali,1,2026-03-30T15:19:00Z
@ohmycheriie,Ya Allah lindungilah kami,1,2026-03-30T15:18:36Z
@tototinular,Buat yg kenal atau tau jpu atau Orang2 kejaksaan yg lihat video ini dan baca komen gwa..gwa cuma mau bilang....kalian jancoook,0,2026-03-30T15:18:28Z
@mix_cover86,"menurut insting saya, 1. JPU nya Tolol ,2. Auditornya orang Iri dengki karena tidak dapat Tender besar Di KAMPUNG nya. 3. Mungkin Ada perangkat Desa atau Pemdanya Tidak dapat Bagian fee.  itu aja sih.  Inilah salah satu aku Gk mau Kerjakan Projek Dari Plat merah ini. Banyak Mulut yang mau di suap, banyak tangga yang sunat anggaran, sering minta bon kosong, sering jadi ATM berjalan Oknum terkait, minta cepat selesai, refisi banyak kali bukan tambah bagus malah ikut selera orang yang tak punya  selera seni. ketika ada masalah eh kita jadi saksi, pas jadi saksi buang waktu sampai kerjaan kita ketingalan belum lagi nanti di cecar pertanyaan yang menyudutkan.. kan TAIKK",1,2026-03-30T15:18:16Z
@achmadbagus6862,Video nya udah gak bisa diputer lagi kocak emang,0,2026-03-30T15:17:56Z
@priaaditya574,24 juta 100 ribu harusnya bang,0,2026-03-30T15:17:36Z
@Saidrsn,itu jks2 nya apa ga bisa masuk tindak pidana dg melakukan malpraktek spt ini ?,0,2026-03-30T15:17:31Z
@hendrialong2650,Memang ane lembaga lembaga hukum kita bikin rakyat muak aja liat nya,0,2026-03-30T15:17:21Z
@dimassulistio870,dia terlalu murah ngancurin pasaran yg lain yg lain ratusan ini puluhan rugi lah ga bisa celah korup buat mereka,0,2026-03-30T15:16:30Z
@lennygunawansoe,Negara lg BU,0,2026-03-30T15:16:24Z
@ar.a.h6597,"Jujur gw bingung banget bang pas baca berita ini, kayak otak gw di lempar tai, terus stop kerja karna ga bisa ngolah ini jadi ""Loh, kok... Maksudnya mark up? Mas mas ngedit umkm sekarang bisa mark up??""",0,2026-03-30T15:16:10Z
@Bohlabujepang,Negara gila,0,2026-03-30T15:15:50Z
@r.reinvard,"sumpah, gw bukan org yg buka penyedia jasa ngedit konten atau seorang konten kreator tpi gw sakit hati banget baca berita ini... tolong banget bantu si abang nya bebas dari penjara dong tolong 🙏🙏🙏",0,2026-03-30T15:15:44Z
@OpickEpull,pengen teriak anjeeeenggg,0,2026-03-30T15:15:36Z
@keen00droid,Itulah jika pejabatnya pikirannya 0,0,2026-03-30T15:14:49Z
@lionight.custom5693,"Software gratis
Disuru pake software bajakan 😂",0,2026-03-30T15:14:45Z
@AndalasAndalas-s1u,"30 juta, tanpa setoran ya hancur😂😂😂",0,2026-03-30T15:14:21Z
@crafitydeveloper7648,"Sepertinya ada udang dibalik batu. Mungkin ada pihak yang merasa tidak “puas”, sehingga dikasuskan.",0,2026-03-30T15:14:08Z
@riyanibush2021,Sungguh memalukan jaksa sumut,0,2026-03-30T15:13:26Z
@NADAOfficial2014,Mreka sekilah hukum yg mreka pelajari tu apa sih ? Kok bisa bego bngt,1,2026-03-30T15:13:21Z
@Jupiter5TP-cx4zj,"Ajak mubahalah, jika keputusan jaksa + hakim tidak adil / zholim, mereka akan dpt ganjaran buruk, pedih, perih dunia akhirat...siap kah ⁉️",0,2026-03-30T15:12:58Z
@budiprasetyo7329,Kerja jadi jaksa gimana sih caranya.. koq enak sepertinya. Perlu nyogok ndak biar bisa jadi jaksa.. serius nanya?,0,2026-03-30T15:12:11Z
@laodeize,"KESALAHAN TERBESARNYA RABNYA DIBREAKDOWN COBA LANGSUNG SAJA TOTAL BIAYA 30 JTA. SEDANGKAN RINCIAN ITEM PEKERJAAN SEBAGAI KETERANGAN SJA.
CONTOH.
VIDEO PROFIL DESA = 30 JTA
terdiri dari:
- Production
- editing
- dst",0,2026-03-30T15:12:05Z
@noitallnoitall4574,"Jangan cuma ""menyelamatkan"" videografer, tapinharus diburu itu yg maksa supaya ini jadi kasus. Klo cuma save videografer, ini ibarat menyelamatkan andry yunus tapi membiarkan penyiram air keras. Harus diusut",0,2026-03-30T15:12:04Z
@adidarmawan6749,Ketika pemerintah hoby cari tumbal,0,2026-03-30T15:12:03Z
@AskingAnswering,Catet namanya hakim dan jaksa penuntutnya.,0,2026-03-30T15:11:22Z
@DevitaSari-e3i,MEMALUKAN,0,2026-03-30T15:11:09Z
@DennisSuryana,apakah Gibran akan bertindak? atau AFK lagi?,0,2026-03-30T15:10:31Z
@QAISAR_STUDIO,"Audit tuh semua dinas, liat apakah gak ada jual beli PL, jangan tutup mata....",0,2026-03-30T15:10:23Z
@hooyah,"kerja dengan pemerintah tuh deg2an ya dari kasus proyek ga di bayar ampe proyek kaya gini. emang anjing banget lg ada apa ya.

eh btw kita bisa nuntut hakim atau jaksa yang penalaranya tolol ga sih? tapi kayanya ga bisa ya karna dia kaya wasit ga sih keputusanya mutlak wkkw",0,2026-03-30T15:10:15Z
@PujiWaras-g9o,"Si JPU nya suruh kerja dulu mendingan di umkm, biar tau rasanya nyari duit orang orang kek mana, apa apa mau di 0 kan.. Setannn",0,2026-03-30T15:09:37Z
@anaklaut8384,"RUSAK,,

Negara Rusak Sejak Kader PDI / Jokowi jadi Presiden dan Now Tambah gak berbentuk lagi..

Hidoep Jawara OCCRp 🥵🥵🥵",0,2026-03-30T15:08:24Z
@tomysuharto5247,"Video 30 juta dipermasalahkan, Gubernur Kaltim minta Mobil Dinas 8,5 M TIDAk dipermasalahkan...😅",0,2026-03-30T15:08:01Z
@stevendaniel8466,Kenapa ya JPU kita macam abal2,0,2026-03-30T15:07:59Z
@mohamadiqbal9320,"Banyak kasus korupsi yang duitnya gak balik lagi ,,kebanyakan koruptor lebih takut miskin dari pada di penjara ,,,kapan RUU perampasan aset di sah kan",1,2026-03-30T15:07:53Z
@wvllh,editor clipper short aja dibayar..😊,0,2026-03-30T15:07:23Z
@I05cha,Perusahaan berdiri akhir 2019 proyek 2020 - 2022...?. Habis itu ngajuin proposal ke desa desa. Gue juga punya sertifikat pbj seperti anda...dari krologis yg gue sebut diatas gue harus hati hati ketika ada penyedia seperti ini. Dalam hal ini status gue gatau KLO ada kongkalikong dibelakang 😂,0,2026-03-30T15:07:06Z
@gianpermadi1940,"1. Inspektorat perlu ditinjau ulang penugasannya. Soalnya seperti tidak paham soal pengadaan, which is sebagai badan yang tugasnya pengawasan harusnya gaakan blunder konyol
2. Basis tuduhannya konyol, barangnya ada, gaada unsur ""kick back"" atau ""Cashback"", ada laporan dari 2021 dan baru temuan hari ini?
3. Jaksa juga harus diaudit, jangan-jangan ada main nutupin kasus lain. Masa jaksa kualitasnya begitu",0,2026-03-30T15:07:04Z
@badjanuswantara3382,"Nonton kasus korupsi yg lucu2, publik boleh suudzon, dong! 

Karena KPI keberhasilan prestasi Inspektorat, APH adalah TEMUAN & penindakan kasus korupsi maka oknum2 APH akan nyari2 kasus yg minim keterlibatan orang2 dg bekingan kuat/ berpengaruh.....Sepertinya kalau dibongkar & mau jujur, kasus2 NGASAL, dzolim akan sangat banyak tjd didaerah. 

KEWENANGAN DIBERIKAN KPD ORANG2 DZOLIM? PARAH!",0,2026-03-30T15:06:58Z
@roymaximuz1380,Koq bisa ya jaksanya SE picik itu,0,2026-03-30T15:06:58Z
@ohpienlien0576,"😂 kok parah banget, byk kasus di Medan Sumut .",0,2026-03-30T15:06:51Z
@grubug8672,Gara2 buat profil desa kita jadi gk bisa bacakan😂😂😂,0,2026-03-30T15:06:32Z
@ranggaradit352,"Yg punya anggaran siapa, yg markup siapa",0,2026-03-30T15:06:23Z
@Lleanstore,Kemarin aku bikin video profile untuk tempat kerja dengan durasi 4 menit harganya 8jt. 30jt buat 40menit is TOTALLY TOO CHEAP!!,0,2026-03-30T15:06:01Z
@FlagshipKiller6969,"Inilah slh 1 alasan hukuman mati ntk koruptor tdk diterapkan, rawan terjadi kong kalikong u know lah ,pembunuhan lgsg saja sdh bnyk trjd apalagi pembunuhan dgn kekuasaan lbh mudah",0,2026-03-30T15:05:53Z
@zulfiajiwiguno464,Dongok emang. PNS itu prestasinya apa sih?? Serius gw tanya? Lebih ke tolol sih ini mah.,0,2026-03-30T15:05:22Z
@adeaisyah7035,Spill jaksa boomer itu,0,2026-03-30T15:04:53Z
@damarsyamil,PeCAAATTTTT JAKSA NYA !!!,0,2026-03-30T15:04:38Z
@jleadsme12,"Guys, sudahlah. Jangan pernah mau diajak kerjasama sama pemerintah. Terlalu beresiko",0,2026-03-30T15:04:28Z
@Buggzy9999,"ku kira kasus pak tom Lembong udah paling aneh.. ternyata ada yang lebih absurd

😅😅",0,2026-03-30T15:04:07Z
@KokoAyen-kh9tx,Ladang basah tu kota,0,2026-03-30T15:03:59Z
@WalterSimamora-y3w,"Sumur bor 150 jt bukan markup 
Buat video profil desa demi bertahan hidup di masa covid = MARK UP.
Otak otong emang..😢",1,2026-03-30T15:03:54Z
@AndhikaDian-zi9ft,"Kasus korupsi adalah peluru ampuh untuk membunuh orang. Begitu dilekatkan status tersangka korupsi, maka masyarakat kita yang kurang pendidikan akan langsung teriak, koruptor! Para penegak hukum yang menangani sudah biasa pakai kacamata kuda, berpegang pada pasal pasal yang menjerat. Inilah gelapnya peradilan di Indonesia.",0,2026-03-30T15:02:58Z
@ibnucahyo6609,Buat nutupin apa sih kasus ini? kek nya sengaja di up buat nutupin kasus lain,1,2026-03-30T15:02:43Z
@ernionline-q2e,"Kak Ferry emang Beda view nya , Pro banget,,,,Videographie nya CIAMIK, ...membahas KASuS DoNGO KORUPSI dan HUKUM anak SD , sungguh MEMALUKAN , ..kayaknya sekokah HUKUM kita apabila dipegang PEJABAT Negara, undang undang nya BEDA dengan HUkum Negara , lebih menonjolkan KETOLOLAN HUKUM.",0,2026-03-30T15:02:35Z
@maby7773,"yaampunn kasus seterang ini harus bang ferry turun gunung buat bantu menegakkan keadian?!?
harus viral dl baru bener?!? kacau sih...
capek banget ya jd rakyat..
harus masuk kejahatan attensi ga sih.. kyk sengaja banget mau rage bait..
gini2 ak setuju siapa pun yang ngomong konyol sedangkan dia bawa jabatan penting di cancel masyarakat..
 ""menghina logika"" mentok",0,2026-03-30T15:02:23Z
@donoprasetijo3432,"Sial saja, Sitepu, AGRINAS saja pengadaan triuliunan tanpa lelang tanpa sertifikasi tanpa TKDN 40%, fine fine saja, disini  lemahnya Lawyer Amsal Sitepu kurang literasi  perihal pengadaaan Barang dan Jasa, dan salinan bukti pendukung yg dimiliki sitepu minim (katanya) semoga bang @ferryiwandi bisa bantu kawal kasus ini 
🙏🙏🙏",0,2026-03-30T15:02:21Z
@miftahfariz1108,"Buat para pekerja digital tolong kalo berurusan dengan instansi pemerintah atau yang terafiliasi dengan pemerintahan minta tolong jangan terlalu baik sama mereka karena dampaknya akan menimpa orang lain,saya dulu pernah diminta buatkan website di suatu instansi pemerintah, diawal saya sudah bilang hanya bisa 3 kali revisi karena bayar ny cuman 🤏,mereka oke, karena minta cepat saya minta tolong sama tmn saya,pas udah jadi mereka minta revisi berkali² dan minta fitur Tambahan diluar kontrak kerja,yang pasti akan menambah cost dan waktu lagi,dan pas saya minta tambah biaya,mereka menolak katanya sebelum nya ada programmer yang ga mengenakan biaya tmbahan saat revisi diluar perjanjian,dan mereka jadikan hal itu patokan buat yang lainnya.jadi minta tolong ya,kalian klo dapat proyek dari pemerintah minta nya jangan tanggung² dan gausah takut g dpt,apalgi pake kasih bonus² an ke Merka",0,2026-03-30T15:02:21Z
@agungsusela7895,ayo kulik ini tentang kejaksaan dan pejabat pemda Karo... siapa tahu maling teriak maling,0,2026-03-30T15:01:50Z
@azureshiva5655,Ketika Ide dan Effort dihargai 0 Rupiah.,0,2026-03-30T15:01:40Z
@milki_imut,"Emang udah gila negeri ini, biaya editing seharusnya 0 rupiah? Ini sudah bener2 gila.... Coba Jaksa nya kalo keluarga nya ngadain hajatan,kalo make jasa dokumentasi video, mau ga dikasih file mentah aja, tanpa editing.... Kalo dia komplain, bilang aja bahwa ga ada biaya untuk editing...",0,2026-03-30T15:01:37Z
@andwjy,"Tuduhannya salah, harusnya bukan 'korupsi' tapi 'gak bagi2 ke koruptor' 🤣🤣🤣",0,2026-03-30T15:01:29Z
@DulSaka,😂😂,0,2026-03-30T15:01:26Z
@poppykamal2094,Pejabat2 Negara ini emang udah sakit parah nurani nya......,0,2026-03-30T15:01:23Z
@bakulayamid5865,"24 satu juta = 25 juta dong bang ???, atau 24juta 100rb rupiah ??",0,2026-03-30T15:01:22Z
@kacamobaja1709,Kawal sampai Jaksa nya kena imbalan yang setimpas.. Hancurkan sampe ke kulit² nya..,0,2026-03-30T15:01:16Z
@cornergames4139,"Gak usah lagi kerjasama pengadaan dengan pemerintah, biarkan pemerintah bikin apa-apa sendiri atau minta bantuan jaksa aja kalau mau pengadaan, jaksa kan yg maha tahu 😅",0,2026-03-30T15:00:57Z
@gesangsantoso6246,"Capcut yg di bilang gratis aja sbnarnya gak gratis, perlu HP untuk operasinya, perlu listrik untuk menghidupkan HP nya, dan pastinya perlu Kuota untuk mengakses aplikasinya😅😅😅, konyol Rp. 0.........",0,2026-03-30T15:00:54Z
@dwisusanto7612,Miris,0,2026-03-30T15:00:50Z
@hansjochannel9289,Byk jaksa oon di negri ini,0,2026-03-30T15:00:27Z
@darniere2212,akhirnya dibahas,0,2026-03-30T14:59:44Z
@ZzalL-mR,"Ini cuma salah satu aja kasus yg ke up, aslinya buanyak banget.",0,2026-03-30T14:59:12Z
@susantobundjaj4,COPOT ATASAN NYA,0,2026-03-30T14:58:47Z
@yudhistirafirmansyah7482,"Sepertinya di Negeri ini, menjadi Jaksa tdk perlu lagi mengandalkan kecerdasan/ integritas moral yg tinggi. Cukup punya modal finansial yg kuat utk ""mengatur"" Ordal, maka jabatan pun bisa didapat. Kalau sistem rekrutmennya saja bisa ""dibeli"", jgn heran klo kualitas penanganan perkaranya jadi kacau balau seperti ini.

Kita perlu berkaca pada sistem hukum di Amerika Serikat. Di sana, seseorang tdk bisa tiba2 jadi Jaksa setelah lulus kuliah. Mereka harus punya jam terbang sebagai advokat minimal 2 tahun. Tujuannya apa? Agar mereka paham rasa keadilan dari sisi pembelaan, bukan hanya sekadar bernafsu memenjarakan orang demi memenuhi target performa atau pesanan pihak tertentu.",0,2026-03-30T14:58:42Z
@duniadavin4481,Kasus ini merupakan pengalihan isu oleh pemerintah karena mulai tgl 1 April BBM bakal naik.. Sy yakin hakim bakal membebaskan Amsal Sitepu,0,2026-03-30T14:58:34Z
@adeaisyah7035,Dzolimnya tembus langit,0,2026-03-30T14:58:31Z
@IamARobloxianGuy,"gw juga najis sih ambil proyek pemerintah,, bajingan2 itu minta 15%, untungya aja ga ada segitu... apalagi harga bahan naek karena perang... udah diclick e katalog ... emang goblok",4,2026-03-30T14:58:22Z
@CitraLestari-e2t,Ini pengalihan isuee gak sihhh,0,2026-03-30T14:58:10Z
@yudhasetiawan4205,jaksa guoblokkkkk,0,2026-03-30T14:58:01Z
@nicoakuang,Mendukung,0,2026-03-30T14:57:55Z
@cinemapalagi,"""Ini adalah kasus yang paling KONYOL, paling ANEH, paling ABSURD, dan paling MEMALUKAN.""",227,2026-03-30T14:57:51Z
@gilangfirdaus-k6e,"satu kata ""DUNGU""",0,2026-03-30T14:57:38Z
@trisnaono,"yang harusnya diusut adalah para bangsat baik ditingkat desa sampe  tingkat provinsi, pasti ketemu para anjing rakusnya ...",0,2026-03-30T14:57:26Z
@bastariibas5859,Dengan Rp 30jt jaksa nya suruh buat video seperti itu apa bisa.. Konyol..,0,2026-03-30T14:56:23Z
